X,Y,OBJECTID,SiteID,Watershed,Stream,Site,ReachID,Site_Description,YearCount,YearMin,YearMax,Dens_Avg_Ttl,Dens_Avg_A1,Dens_Avg_Sz1,Dens_Avg_A2,Dens_Avg_Sz2,GlobalID
-122.027411433,36.9839355390001,1,SLR-main-0a,SLR,SLR-main,00a,SLR-main-0,Above Water St. bridge,11,2000,2018,9.11818181818182,7.57272727272727,0.945454545454545,1.52727272727273,8.37272727272727,{BB8B2923-709E-4F7C-A11F-9247EC87E417}
-122.02823302,36.9864630770001,2,SLR-main-0b,SLR,SLR-main,00b,SLR-main-0,Above HWY 1 bridge,2,2000,2001,4.75,2.8,0,1.95,4.75,{B32D5DCE-4E1B-4491-87FF-EDDA1E69575F}
-122.04126841,37.006613874,3,SLR-main-1,SLR,SLR-main,01,SLR-main-1,Paradise Park,22,1981,2018,13.2590909090909,8.50555555555555,0.754545454545454,0.833333333333333,12.5045454545455,{8C3283BD-2BF2-48CE-9AFD-AF06081C5A46}
-122.052307433,37.0141826830001,4,SLR-main-2a,SLR,SLR-main,02a,SLR-main-2,"Lower Gorge in Rincon Reach, Downstream of Old Dam site",17,1997,2018,15.5764705882353,13.9941176470588,2.49411764705882,1.33529411764706,13.0823529411765,{D3F94673-1048-4FB6-BAB7-FABFFE0FAC46}
-122.05380239,37.0151811110001,5,SLR-main-2b,SLR,SLR-main,02b,SLR-main-2,Lower Gorge in Rincon Reach,2,2000,2001,20.1,16.65,3.95,2.2,16.15,{37824458-3876-4605-A724-61F5C516FD8C}
-122.057697871,37.0245636000001,6,SLR-main-3,SLR,SLR-main,03,SLR-main-3,Upper end of the Gorge,9,1981,2001,76.5888888888889,47.24,24.8888888888889,5.08,51.1444444444444,{A71A1AEE-560E-44AB-8EB1-C8E0A6222042}
-122.070912499,37.0421101540001,7,SLR-main-4,SLR,SLR-main,04,SLR-main-4,Downstream of the Cowell Park entrance bridge,22,1981,2018,35.2727272727273,25.6722222222222,16.8363636363636,1.3,18.3045454545455,{BE1EE56B-5705-43E9-8A34-E7E6F8FE6466}
-122.070164817,37.047326463,8,SLR-main-5,SLR,SLR-main,05,SLR-main-5,Downstream of Zayante Creek confluence,4,1998,2001,52.025,49.3,8.1,2.525,43.925,{DCE6C615-F8CA-4231-BEE2-39D5441A5AD4}
-122.074861636,37.056843719,9,SLR-main-6,SLR,SLR-main,06,SLR-main-6,Below Fall Creek confluence,25,1981,2018,21.2,13.947619047619,15.744,0.744285714285714,5.444,{A2066F53-3E65-4A05-A162-2AB58E32FA53}
-122.089860132,37.0883095230001,10,SLR-main-7,SLR,SLR-main,07,SLR-main-7,Above Lower HWY 9 crossing in Ben Lomond,12,1981,2005,53.0166666666667,30.4375,33.45,3.3625,19.5666666666667,{DAD448A9-F225-4639-A19F-01B116AD2CB9}
-122.104038011,37.106837592,11,SLR-main-8,SLR,SLR-main,08,SLR-main-8,Upstream of the Larkspur Road (Brookdale),25,1981,2018,42.52,28.7428571428571,33.36,1.42857142857143,9.16,{C795B5A2-B975-4B7B-B9E6-CF9901C494D5}
-122.119096786,37.1206429900001,12,SLR-main-9,SLR,SLR-main,09,SLR-main-9,Downstream of the Boulder Creek confluence,18,1981,2018,33.4333333333333,25.4714285714286,23.3555555555556,1.65714285714286,10.0833333333333,{F0161915-FE5F-43BE-A20D-CA7F724223FA}
-122.134448816,37.1542364410001,13,SLR-main-10,SLR,SLR-main,10,SLR-main-10,Below Kings Creek confluence,17,1981,2018,25.9588235294118,20.95,19.8588235294118,4.25,6.06470588235294,{2505BC4A-0C24-46BA-8B9E-5CFE8EEC78C5}
-122.138880615,37.173365743,14,SLR-main-11,SLR,SLR-main,11,SLR-main-11,"Upstream of Teilh Rd., Riverside Grove",25,1981,2018,26.716,22.5875,20.564,4.55833333333333,6.34,{4CB4B952-51F6-4C73-809B-D5BF6EE736C9}
-122.147415892,37.200855007,15,SLR-main-12a,SLR,SLR-main,12a,SLR-main-12,Downstream of Waterman Gap and HWY 9,12,1981,2017,37.3416666666667,28.9909090909091,29.5833333333333,7.33636363636364,7.76666666666667,{3FECDB1B-E68C-4340-8E7A-4D752F8E4536}
-122.140956865,37.2120753340001,16,SLR-main-12b,SLR,SLR-main,12b,SLR-main-12,Waterman Gap upstream of HWY 9,12,1998,2018,50.2,36.8916666666667,35.9666666666667,13.2,14.2416666666667,{E24F3884-F005-49A0-9600-8D455673F908}
-122.064113991,37.0507919900001,17,SLR-zayt-13a,SLR,SLR-zayt,13a,SLR-zayt-13a,Upstream of Conference Dr. bridge,24,1981,2018,49.7833333333333,44.9217391304348,41.295652173913,4.31739130434782,8.9625,{39C260A0-9BEE-4B70-A9A5-CD16660C90D1}
-122.057311933,37.068783082,18,SLR-zayt-13b,SLR,SLR-zayt,13b,SLR-zayt-13b,Above first Zayante Rd. crossing,8,1997,2005,56.7875,46.7125,48.9714285714286,9.8,12.975,{13DF4981-DD9D-4A7A-8B65-DFA8CCE1E8C5}
-122.05469425,37.075383822,19,SLR-zayt-13c,SLR,SLR-zayt,13c,SLR-zayt-13c,Downstream of Zayante School Rd intersection with E. Zayante Rd,20,1998,2018,73.29,66.72,59.8947368421053,6.64,15.915,{758DFB08-18BB-42EA-9F64-D3C8301413C5}
-122.043268486,37.089884198,20,SLR-zayt-13d,SLR,SLR-zayt,13d,SLR-zayt-13d,Upstream of the third bridge crossing of E. Zayante Rd. after Lompico Creek confluence,20,1998,2018,104.81,90.735,90.7421052631579,14.185,16.515,{A9E89A0E-79F1-41BB-B6D1-A4B9715BDCD2}
-122.052146613,37.086343141,21,SLR-lomp-13e,SLR,SLR-lomp,13e,SLR-lomp-13e,Upstream of the fish ladder and downstream of first bridge crossing,12,2006,2018,44.1416666666667,38.5583333333333,37.1833333333333,6.025,6.95833333333333,{FED3716B-3D11-4AE9-8C39-28E54D19DFA8}
-122.01997426,37.113145332,22,SLR-zayt-13i,SLR,SLR-zayt,13i,SLR-zayt-13i,Near E. Zayante Rd. intersection with Kingham Ranch Rd.,4,2015,2018,53.55,43.875,43.875,9.65,9.65,{DF6B5BEC-F6D3-4FDB-8E82-706968C8FB51}
-122.060550142,37.0526281240001,23,SLR-bean-14a,SLR,SLR-bean,14a,SLR-bean-14a,Upstream of Zayante Creek confluence,11,1998,2018,37.9545454545455,35.4545454545455,35.54,2.48181818181818,4.62727272727273,{CFBEC196-A233-4BEC-894E-96CBCDBF06B8}
-122.033608692,37.0565846970001,24,SLR-bean-14b,SLR,SLR-bean,14b,SLR-bean-14b,Below Lockhart Gulch Rd.,25,1981,2018,50.54,42.3291666666667,39.2833333333333,7.55833333333333,11.18,{66F72513-B2AB-485D-A54F-CB99CAD3A3DA}
-122.014874362,37.072996324,25,SLR-bean-14c,SLR,SLR-bean,14c,SLR-bean-14c,1/2 mile above Mackenzie Creek confluence and below Gopher Gulch Rd.,18,1998,2016,60.075,48.35,46.0363636363636,8.76666666666667,11.4916666666667,{D05B43F9-1381-4C52-BEA4-227C82D0E616}
-122.01133001,37.0786957710001,26,SLR-bean-14c2,SLR,SLR-bean,14c2,SLR-bean-14c,Approximately 1/2 mile north of McKenzie Creek Rd.,3,2016,2018,54.5333333333333,46.4,45.8666666666667,8.3,8.66666666666667,{0EC11E98-29F0-4970-B18C-69E3C5A9EE5C}
-122.079026539,37.0574150910001,27,SLR-fall-15a,SLR,SLR-fall,15a,SLR-fall-15a,Downstream of Wooden Bridge,5,2014,2018,34.88,28.84,28.5,5.68,6.38,{CFE7E625-3D6F-456B-A7E2-37D879B13953}
-122.086105512,37.051597503,28,SLR-fall-15b,SLR,SLR-fall,15b,SLR-fall-15b,Upstream of Wooden Bridge,20,1981,2018,58.99,49.3789473684211,47.9684210526316,10.8,12.37,{D09324A6-EC1E-4A0E-ACBA-0896CADEDAA4}
-122.076741114,37.087103074,29,SLR-newl-16,SLR,SLR-newl,16,SLR-newl-16,Upstream of Glen Arbor Rd. bridge,20,1981,2018,38.46,29.9736842105263,24.8842105263158,8.48421052631579,13.82,{2504FBD2-679E-40F0-B962-4599E36F4CC5}
-122.125304156,37.1256215980001,30,SLR-bldr-17a,SLR,SLR-bldr,17a,SLR-bldr-17a,Just upstream of HWY 9,25,1981,2018,52.208,43.3208333333333,40.675,9.14583333333334,12.244,{D030C0D8-1E7F-4B86-B8B7-0F167F71AB3D}
-122.146532709,37.1388204100001,31,SLR-bldr-17b,SLR,SLR-bldr,17b,SLR-bldr-17b,Below Bracken Brae Creek confluence,21,1997,2018,60.4,51.9523809523809,50.84,8.32857142857143,10.3761904761905,{0AB6195B-2405-47A5-9B76-4FE84258507C}
-122.154435315,37.1432024330001,32,SLR-bldr-17c,SLR,SLR-bldr,17c,SLR-bldr-17c,Downstream of Jamison Creek,11,1981,2005,45.5909090909091,38.05,35.47,10.61,10.8454545454545,{E4A4F2D3-E427-4B07-A145-8212B794261F}
-122.099639806,37.136301867,33,SLR-bear-18a,SLR,SLR-bear,18a,SLR-bear-18a,Just upstream of Hopkins Gulch,25,1981,2018,44.952,38.2375,37.0458333333333,7.375,8.884,{9D6FAF07-0126-4247-9342-21EEAE1FC0A3}
-122.076625325,37.162682836,34,SLR-bear-18b,SLR,SLR-bear,18b,SLR-bear-18b,Downstream of Bear Creek Rd. bridge and Deer Creek confluence,5,1998,2018,52.72,43.9,37.425,8.2,11.12,{E527D283-4BF7-4A4E-8279-DAFEFCB1217A}
-122.126289054,37.1595595640001,35,SLR-king-19a,SLR,SLR-king,19a,SLR-king-19a,Upstream of first Kings Creek Rd. bridge,4,1998,2001,6.875,5.6,3.6,1.225,2.525,{F620E521-1040-47B0-95F4-C92D9A87DA33}
-122.119667942,37.177750028,36,SLR-king-19b,SLR,SLR-king,19b,SLR-king-19b,0.2 miles above Boy Scout Camp and upstream of the second Kings Creek Rd. bridge,10,1981,2001,52.65,41.2444444444444,41.2888888888889,11.3888888888889,11.74,{C7BD2993-44C6-43BC-BCA7-95216EDDF1EA}
-122.017280888,36.9945676500001,37,SLR-carb-20a,SLR,SLR-carb,20a,SLR-carb-20a,Upstream of Health Services Complex,6,1997,2016,13.9833333333333,10.4,9.6,3.71666666666667,5.05,{4BEB10AB-62AE-4A40-AD24-C77EEAC58ED3}
-122.016756743,37.011304189,38,SLR-carb-20b,SLR,SLR-carb,20b,SLR-carb-20b,Upstream of Buelah Park Trail,4,1998,2001,48.275,38.575,37.7666666666667,10.3,12.525,{60D2C3C1-8BDF-4BC2-ABC3-F9256479E847}
-122.014333673,36.9895140260001,39,SLR-bran-21a1,SLR,SLR-bran,21a1,SLR-bran-21a,Upstream of HWY 1 overpass,2,2007,2008,4.95,2.75,2.7,2.2,2.2,{4666F6E6-2FAE-4718-8AED-AC3268775913}
-121.998284378,37.016089263,40,SLR-bran-21a2,SLR,SLR-bran,21a2,SLR-bran-21a,Downstream of Granite Creek confluence,16,1997,2018,39.93125,33.85,29.7733333333333,6.175,9.075,{AE947926-8AD7-45A7-9D8F-6F8A317DD748}
-121.986101342,37.0349424570001,41,SLR-bran-21b,SLR,SLR-bran,21b,SLR-bran-21b,Upstream of Granite Creek confluence and Happy Valley School,10,1998,2016,44.99,33.68,30.6555555555556,11,12.55,{E5B9D837-AD84-4DA4-B131-187DD27DB2B8}
-121.979329789,37.0516421770001,42,SLR-bran-21c,SLR,SLR-bran,21c,SLR-bran-21c,200 feet south of Branciforte Ridge rd.,5,2013,2017,20.08,12.06,12,8.02,8.08,{5A60342C-1879-4ADE-B1E1-9903DC982EDC}
-121.955335956,36.986419529,43,SOQ-main-1,SOQ,SOQ-main,01,SOQ-main-1,Above Grange Hall,21,1997,2018,5.41428571428572,4.39523809523809,1.97142857142857,0.971428571428571,3.44761904761905,{00D202AD-37CD-4ED0-8D32-B1F769F22111}
-121.95568998,36.9913217530001,44,SOQ-main-2,SOQ,SOQ-main,02,SOQ-main-2,Near the USGS gauge station,9,1994,2005,5.94444444444445,4.6,1.41111111111111,1.37777777777778,4.48888888888889,{966401BB-6BA9-457E-860F-FF15B0ED579A}
-121.954999876,36.995646128,45,SOQ-main-3,SOQ,SOQ-main,03,SOQ-main-3,above Bates Creek confluence,7,1997,2005,14.9571428571429,13.7571428571429,2.44285714285714,1.37142857142857,12.5142857142857,{740A9A4E-1301-4125-99B2-12F7D7DF23CD}
-121.954292624,36.9994145530001,46,SOQ-main-4,SOQ,SOQ-main,04,SOQ-main-3,"Upper Reach 3, adjacent Cherryvale Ave Flower Fields",22,1997,2018,16.0772727272727,14.45,8.62272727272727,1.23181818181818,7.45454545454545,{07937BD7-62B9-4A3D-AB34-4ABBF78996A5}
-121.951673601,37.0067815310001,47,SOQ-main-5,SOQ,SOQ-main,05,SOQ-main-4,Near Beach Shack (corrugated sheet metal),6,1994,2001,25.7166666666667,23.5,14.7333333333333,2.2,10.9833333333333,{AD9334AE-247B-4587-83BA-78752DB29CB9}
-121.951805635,37.01219416,48,SOQ-main-6,SOQ,SOQ-main,06,SOQ-main-4,Above proposed diversion site,9,1997,2005,15.61,14.3555555555556,9.62222222222222,1.31111111111111,5.97777777777778,{27021964-C704-43ED-B505-9AC1AC55B0ED}
-121.947677056,37.016148403,49,SOQ-main-7,SOQ,SOQ-main,07,SOQ-main-5,"Upstream of proposed reservoir site, end of Cherryvale",6,1994,2001,29.6,27.9,20.45,1.65,9.15,{546B0AA5-3803-47C6-87FA-69591E123D66}
-121.946313581,37.0191695410001,50,SOQ-main-8,SOQ,SOQ-main,08,SOQ-main-6,Adjacent to Riverdale Dr. access,7,1994,2002,31.0428571428571,26.2857142857143,21.4285714285714,4.67142857142857,9.61428571428571,{EBD7036A-9450-4F7C-8572-0DF7F434A44C}
-121.946918149,37.0251513910001,51,SOQ-main-9,SOQ,SOQ-main,09,SOQ-main-6,"Below Moores Gulch confluence, adjacent to Mountain School",10,1994,2005,32.32,29.23,18.06,2.8,14.26,{C45D0F2C-E754-4F6B-A301-5501812A50D4}
-121.941414443,37.032375244,52,SOQ-main-10,SOQ,SOQ-main,10,SOQ-main-7,Above Moorse Gulch confluence and Allred Bridge,23,1994,2018,34.1217391304348,31.8478260869565,24.6391304347826,2.06086956521739,9.48260869565217,{7E71BB44-B287-4271-8983-35FD55894A13}
-121.941648639,37.03405551,53,SOQ-main-11,SOQ,SOQ-main,11,SOQ-main-7,Below Purling Brook Rd. ford,5,1997,2001,30.04,28.42,19.48,1.98,10.56,{59EA7A6D-A357-434A-8A1C-C5EDDF7A9070}
-121.942020396,37.041043158,54,SOQ-main-12,SOQ,SOQ-main,12,SOQ-main-8,Above Soquel Creek Rd. bridge,22,1994,2018,42.3318181818182,38.8181818181818,30.3590909090909,2.95909090909091,8.92727272727273,{0DDED30D-0E46-4196-A84A-0DC30DEC99DD}
-121.928686622,37.0476689430001,55,SOQ-east-13a,SOQ,SOQ-east,13a,SOQ-east-9a,Below Mill Pond,23,1994,2018,40.4565217391304,34.9869565217391,30.6086956521739,2.85652173913043,9.8304347826087,{CA616BF0-B7A0-4B27-BEB1-1F2923306672}
-121.923429695,37.054391078,56,SOQ-east-13b,SOQ,SOQ-east,13b,SOQ-east-9b,Below Hinckley Creek confluence,4,1999,2002,49.825,48.4,42,2.3,7.825,{C3CCC243-ADB5-4160-A403-9C34C5BC7669}
-121.923258958,37.0571134740001,57,SOQ-east-14,SOQ,SOQ-east,14,SOQ-east-10,Above Hinckley Creek confluence,10,1994,2005,53.39,49.6,39.27,4.11,14.13,{F5FD9F6F-AE29-4C9F-AB2C-449078CB5E25}
-121.926383465,37.0700695,58,SOQ-east-15,SOQ,SOQ-east,15,SOQ-east-11,Above Soquel Creek Water District weir,6,1997,2002,73.6833333333333,70.6333333333333,63.9166666666667,3.4,9.76666666666667,{24A3AC91-5A80-4306-8A21-8C4280C5436C}
-121.918968933,37.0795765560001,59,SOQ-east-16,SOQ,SOQ-east,16,SOQ-east-12a,Above Amaya Creek confluence,22,1997,2018,86.2318181818182,79.8318181818182,76.4681818181818,6.51818181818182,9.76818181818182,{4A58028F-D8C1-42FF-A306-56E247FC3A87}
-121.907720358,37.084835393,60,SOQ-east-17,SOQ,SOQ-east,17,SOQ-east-12b,Above Fern Gulch confluence,9,1997,2005,123.322222222222,92.2444444444444,108.933333333333,9.65555555555556,14.3888888888889,{63384CB8-93BB-4C39-B7F9-3C9BC52B35DA}
-121.878964812,37.0905794990001,61,SOQ-east-18,SOQ,SOQ-east,18,SOQ-east-12b,Above Ashbury Gulch confluence one mile,3,1997,1999,43.8666666666667,29.1333333333333,27.6666666666667,14.4,16.2,{2FCC7B57-3935-4159-A50F-BEA05E186E4B}
-121.93877241,37.045014225,62,SOQ-west-19,SOQ,SOQ-west,19,SOQ-west-13,West Branch below Hester Creek confluence,18,1997,2018,31.75,30.4777777777778,25.7611111111111,1.80555555555556,6.06111111111111,{01884CCE-4334-42AD-8C06-3C825C6C36BB}
-121.949259636,37.0657811460001,63,SOQ-west-20,SOQ,SOQ-west,20,SOQ-west-14a,West Branch near end of Olson Rd.,9,1998,2006,43.6222222222222,41.9666666666667,39.5777777777778,1.81111111111111,4.04444444444444,{4351BB94-194C-49E4-8727-AB306CB6C4C5}
-121.950171276,37.0706185870001,64,SOQ-west-21,SOQ,SOQ-west,21,SOQ-west-14b,Above Girl Scout Falls I,14,2002,2018,57.8285714285714,52.8214285714286,47.9714285714286,5.07857142857143,9.88571428571429,{86BC14EA-2C25-4C19-AA47-7F85A69C8F1A}
-121.953446597,37.076736489,65,SOQ-west-22,SOQ,SOQ-west,22,SOQ-west-14c,Above Girl Scout Falls II,5,2002,2006,33.04,28.24,27.2,4.8,5.84,{32065857-B439-4D91-A3B8-BC108F854F1B}
-121.904790597,36.977544429,66,APT-apto-3,APT,APT-apto,03,APT-apto-2,Above railroad crossing in county park near center,14,1981,2018,22.5857142857143,18.7428571428571,13.9214285714286,3.6,8.67142857142857,{A716BAB1-86A5-4BD3-8B20-131C00F8CD8B}
-121.904908523,37.0040812180001,67,APT-apto-4,APT,APT-apto,04,APT-apto-3,"In Nisene Marks State Park, 0.3 miles above first bridge crossing",14,1981,2018,30.8857142857143,25.9285714285714,21,3.74285714285714,9.58571428571429,{C64EBD8B-533E-4616-8FBD-8E896F3DEB78}
-121.867336253,36.995961304,68,APT-vale-2,APT,APT-vale,02,APT-vale-2,0.15 miles (840 ft) below Valencia Rd crossing,10,1981,2018,22.95,14.42,14.4,7.26,8.55,{7609CDAF-71D4-4746-9ED3-142B20A83A74}
-121.868488916,36.997991518,69,APT-vale-3,APT,APT-vale,03,APT-vale-3,"0.26 miles (1,400 ft) above Valencia Rd. crossing",10,1981,2018,27.02,15.89,15.29,10.64,11.06,{16F4B0AB-8FD8-406C-8D71-829C3ECB6AB9}
-121.790881781,37.015374782,70,PAJ-brwn-1,PAJ,PAJ-brwn,01,PAJ-brwn-1,Between first Browns Valley Rd crossing and diversion dam upstream,15,1981,2018,34,22.5066666666667,20.4733333333333,10.1866666666667,12.98,{65CDFCD2-62D2-4FE8-8303-B7A2C6B11421}
-121.783005738,37.0233553100001,71,PAJ-brwn-2,PAJ,PAJ-brwn,02,PAJ-brwn-2,Above diversion dam but below Redwood Canyon Creek confluence,15,1981,2018,44.0733333333333,34.8466666666667,32.76,7.34,11.44,{83F4B2F8-A20C-4F22-B249-9BEF2BA6ED05}
-121.739375087,36.9884002910001,72,PAJ-cass-3,PAJ,PAJ-cass,03,PAJ-cass-3,Downstream of Gaffey Rd/Mt. Madonna Rd intersection,2,2016,2017,28.4,24.25,23.8,4.2,4.6,{A27CE081-1871-4C9F-BDF2-CEDC4393950C}
-121.803508011,36.9902823940001,73,PAJ-corr-0,PAJ,PAJ-corr,00,PAJ-corr-1,Downstream of diversion pike crossing,3,2016,2018,22.4,17.8,9.33333333333333,4.83333333333333,13.0666666666667,{7E0E5D08-5E12-4CF9-A904-43063FA20320}
-121.805786259,37.002308719,74,PAJ-corr-1,PAJ,PAJ-corr,01,PAJ-corr-2,Below diversion dam around the bend,13,1981,2018,32.7615384615385,26.6615384615385,24.0923076923077,5.97692307692308,8.67692307692308,{C2CA1C56-C5CB-46F5-9031-64575F149765}
-121.811958078,37.01029644,75,PAJ-corr-3,PAJ,PAJ-corr,03,PAJ-corr-3,0.6 miles upstream of diversion dam (above Colinas Dr.),15,1981,2018,27.4133333333333,19.7933333333333,16.5666666666667,7.62666666666667,10.8533333333333,{FAF0891B-3B23-4563-AC23-763C510A7D43}
-121.820286996,37.0324297070001,76,PAJ-corr-8,PAJ,PAJ-corr,08,PAJ-corr-6,Downstream of Eureka Gulch confluence,14,1981,2017,36.6142857142857,28.7714285714286,26.4357142857143,7.44285714285714,10.1857142857143,{7A633FC1-E6CE-466D-956F-15CE04F71C34}
-121.818348927,37.040798641,77,PAJ-corr-9,PAJ,PAJ-corr,09,PAJ-corr-7,0.4 miles above Eureka Gulch confluence,15,1981,2018,44.8933333333333,33.14,28.82,11.48,16.0733333333333,{37DFEFB3-FD2C-4D45-9098-4F8EC73ECA48}
-121.813938943,37.044906129,78,PAJ-shng-1,PAJ,PAJ-shng,01,PAJ-shng-1,Below second bridge on Shingle Mill Gulch,12,1981,2017,19.3083333333333,12.2333333333333,9.89166666666667,8.34166666666667,9.41666666666667,{A16FAEB0-9F92-4396-BEF0-731E5156EDBB}
-121.79955491,37.0444024060001,79,PAJ-shng-3,PAJ,PAJ-shng,03,PAJ-shng-3,Shingle Mill Gulch,12,1981,2018,21.9833333333333,15.8833333333333,16.5083333333333,5.89166666666667,5.8,{68C719FB-35A2-42F8-B4BE-23F0C8104EC3}
-121.906913372,36.9688232980001,80,APT-lagoon,APT,APT-lago,,,Lagoon Site at Aptos Creek mouth,7,2018,2018,197.333333333333,0,0,0,0,{3F6C5C1A-2B13-4E08-917C-30331E20BDE6}
-121.807706824,36.852624883,81,PAJ-lagoon,PAJ,PAJ-lago,,,Lagoon Site at Pajaro River mouth,8,2018,2018,0,0,0,0,0,{4A146BDA-8B60-4070-A7B5-51B986F50115}
-121.902067757,36.975006642,82,APT-apto-1,APT,APT-apto,01,APT-apto-1,Below mouth of Valencia Creek,,,,,,,,,{D9E6F2EC-8AFE-49B1-A5A9-742B6A24B758}
-121.901996868,36.9753997870001,83,APT-apto-2,APT,APT-apto,02,APT-apto-2,Just upstream of Valencia Creek confluence,,,,,,,,,{A142C3D9-0543-4B49-AD12-D0E94E3B0561}
-121.887127078,36.9769289750001,84,APT-vale-1,APT,APT-vale,01,APT-vale-1,0.9 miles up from the mouth,,,,,,,,,{98785884-380F-4484-9441-111C1643BFCE}
-121.807942773,37.005300327,85,PAJ-corr-2,PAJ,PAJ-corr,02,PAJ-corr-3,Just upstream of diversion dam,,,,,,,,,{35899126-66AF-40A6-BFD2-7A0F8762EA21}
-121.81534935,37.0161260360001,86,PAJ-corr-4,PAJ,PAJ-corr,04,PAJ-corr-3,Below Rider Creek confluence below bridge crossing,,,,,,,,,{6DC80E20-7023-4A93-A51D-4855DED98006}
-121.816554036,37.016398537,87,PAJ-corr-5,PAJ,PAJ-corr,05,PAJ-corr-3,Below Rider Creek confluence and upstream of bridge crossing,,,,,,,,,{04D85A5C-6729-4567-8C26-328A0D56FAF5}
-121.817466137,37.0173027770001,88,PAJ-corr-6,PAJ,PAJ-corr,06,PAJ-corr-4,Upstream of Rider Creek confluence,,,,,,,,,{7E1C7E94-9289-49C3-B672-0106B3141923}
-121.821216935,37.0284401430001,89,PAJ-corr-7,PAJ,PAJ-corr,07,PAJ-corr-5,Upstream of first bridge crossing above Rider Creek confluence,,,,,,,,,{F6563382-C8E7-4D9E-AD39-97F63CFB0DF6}
-121.805676397,37.045198596,90,PAJ-shng-2,PAJ,PAJ-shng,02,PAJ-shng-2,Above second bridge on Shingle Mill Gulch,,,,,,,,,{60B5EB15-2A2A-44DF-9FC5-4B6C22678133}
